registration,milage,duration,fee,emission,consumption,horsepower,brand,model,gear,fuel
43,20356.0,48.0,321.31,140.0,6.0,95.0,Audi,A1 Sportback 25 TFSI advanced exterieur,Manuelle Schaltung,Benzin
3,301.0,48.0,475.2,39.0,2.0,116.0,Audi,A3 Sportback 30 TDI intense,Manuelle Schaltung,Diesel
3,201.0,48.0,799.4,42.0,2.0,200.0,Skoda,Octavia ŠKODA Combi RS TDI DSG,Automatik,Benzin
5,9870.0,48.0,960.58,33.0,2.0,310.0,Cupra,Formentor VZ 2.0 TSI DSG 4Drive,Automatik,Benzin
2,50.0,48.0,797.47,39.0,2.0,150.0,Skoda,Octavia ŠKODA Combi 4x4 SCOUT TDI DSG,Automatik,Diesel
3,1.0,48.0,514.3,125.0,6.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
13,9448.0,48.0,388.91,39.0,2.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3,1.0,48.0,576.74,42.0,2.0,110.0,Volkswagen,T-Roc VW Cabriolet Style TSI,Manuelle Schaltung,Benzin
3,1000.0,48.0,421.56,128.0,6.0,110.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
61,35246.0,36.0,639.04,132.0,6.0,190.0,Audi,A5 Coupe 2.0 TDI Sport,Automatik,Diesel
3,1.0,48.0,330.97,125.0,6.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
47,42932.0,48.0,404.75,125.0,6.0,116.0,Volkswagen,T-Roc VW Design TDI,Manuelle Schaltung,Diesel
50,103693.0,48.0,379.44,140.0,6.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
8,4100.0,48.0,577.93,119.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
29,49638.0,48.0,437.7,131.0,6.0,116.0,Audi,A3 Sportback 30 TDI advanced ext.,Manuelle Schaltung,Diesel
2,201.0,48.0,460.09,127.0,6.0,110.0,Volkswagen,T-Cross VW Style TSI,Manuelle Schaltung,Benzin
2,201.0,48.0,574.24,138.0,5.0,150.0,Skoda,Karoq ŠKODA Style TSI DSG ACT,Automatik,Benzin
2,5000.0,48.0,767.81,126.0,6.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
4,15000.0,48.0,491.72,135.0,5.0,110.0,Volkswagen,Golf VW Variant Life TSI,Manuelle Schaltung,Benzin
4,15000.0,48.0,489.44,109.0,4.0,110.0,Volkswagen,Golf VW Variant Life TSI,Manuelle Schaltung,Benzin
2,201.0,48.0,423.9,115.0,5.0,110.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3,201.0,48.0,464.0,139.0,5.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
63,77068.0,36.0,490.32,109.0,5.0,150.0,Volkswagen,Touran VW Comfortline TSI DSG,Automatik,Benzin
3,1.0,48.0,448.02,138.0,5.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
6,5000.0,48.0,773.7,101.0,4.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
4,5000.0,48.0,799.12,120.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
2,201.0,48.0,789.53,162.0,6.0,150.0,Cupra,Formentor VZ e-HYBRID DSG,Automatik,Hybrid
7,5000.0,48.0,741.72,124.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3,1.0,48.0,390.67,125.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
6,1000.0,48.0,780.08,115.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
6,15000.0,48.0,733.42,120.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
4,5000.0,48.0,815.1,135.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3,1.0,48.0,399.6,113.0,4.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
28,31154.0,48.0,379.02,135.0,5.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
2,15000.0,48.0,317.4,129.0,5.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
2,1000.0,48.0,327.49,151.0,7.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
3,1.0,48.0,470.88,105.0,5.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
2,201.0,48.0,574.01,116.0,4.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
2,201.0,48.0,382.58,135.0,5.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
7,15000.0,48.0,239.62,195.0,9.0,80.0,Seat,Ibiza Austria Edition,Manuelle Schaltung,Benzin
4,1.0,48.0,309.11,144.0,6.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
41,105301.0,48.0,587.75,120.0,5.0,190.0,Audi,A4 Avant 40 TDI quattro S line,Automatik,Diesel
35,18903.0,48.0,256.33,127.0,6.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
8,48000.0,48.0,539.72,152.0,7.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
53,105750.0,48.0,255.85,149.0,7.0,116.0,Volkswagen,Golf VW Variant TDI SCR,Manuelle Schaltung,Diesel
50,135173.0,48.0,362.57,113.0,4.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
52,57909.0,48.0,242.28,113.0,5.0,86.0,Seat,Leon Kombi Reference TSI,Manuelle Schaltung,Benzin
31,43620.0,48.0,604.6,115.0,5.0,204.0,Audi,A4 Limousine 40 TDI S line quattro,Automatik,Diesel
35,39941.0,48.0,299.72,153.0,7.0,125.0,Ford,"Focus Traveller 1.0 ECO LED,Navi,WSS+SHZ",Manuelle Schaltung,Benzin
0,15.0,48.0,423.18,117.0,5.0,120.0,Hyundai,"i30 CW 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
3,25.0,48.0,904.15,121.0,5.0,150.0,Skoda,Kodiaq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
4,201.0,48.0,379.66,134.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
23,26189.0,48.0,445.8,140.0,6.0,110.0,Audi,A3 Sportback 30 TFSI intense,Manuelle Schaltung,Benzin
0,15.0,48.0,414.94,195.0,9.0,120.0,Hyundai,"i30 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
29,20020.0,48.0,374.9,195.0,9.0,125.0,Ford,"Puma 1,0 EcoBoost Hybrid ST-Line",Manuelle Schaltung,Benzin
35,46669.0,48.0,374.27,126.0,6.0,120.0,Opel,Crossland X 1.5 CDTI BlueIn. Innovation Start/Stop,Automatik,Diesel
0,15.0,48.0,429.01,122.0,5.0,120.0,Hyundai,"i30 CW 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
2,0.0,48.0,755.81,135.0,6.0,150.0,Audi,Q3 Sportback 35 TDI,Manuelle Schaltung,Diesel
4,1.0,48.0,512.39,140.0,6.0,116.0,Skoda,Octavia ŠKODA Combi Style TDI,Manuelle Schaltung,Diesel
22,27500.0,48.0,592.66,127.0,6.0,220.0,BMW,X1 xDrive25e PHEV M-Paket,Automatik,Hybrid
8,48000.0,48.0,537.86,42.0,2.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
8,2491.0,48.0,452.18,39.0,2.0,110.0,Opel,Crossland X Crossland 1.2 Turbo Business FLA LED S,Manuelle Schaltung,Benzin
23,57424.0,48.0,556.6,39.0,2.0,136.0,Audi,A4 Avant 30 TDI advanced,Automatik,Diesel
3,1.0,48.0,599.64,33.0,2.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
43,20356.0,48.0,321.31,125.0,6.0,95.0,Audi,A1 Sportback 25 TFSI advanced exterieur,Manuelle Schaltung,Benzin
5,9870.0,48.0,960.58,39.0,2.0,310.0,Cupra,Formentor VZ 2.0 TSI DSG 4Drive,Automatik,Benzin
2,50.0,48.0,797.47,42.0,2.0,150.0,Skoda,Octavia ŠKODA Combi 4x4 SCOUT TDI DSG,Automatik,Diesel
3,1.0,48.0,514.3,128.0,6.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
13,9448.0,48.0,388.91,132.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
2,1.0,48.0,712.44,125.0,6.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3,1.0,48.0,576.74,125.0,6.0,110.0,Volkswagen,T-Roc VW Cabriolet Style TSI,Manuelle Schaltung,Benzin
61,35246.0,36.0,639.04,151.0,7.0,190.0,Audi,A5 Coupe 2.0 TDI Sport,Automatik,Diesel
3,1.0,48.0,330.97,151.0,7.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
47,42932.0,48.0,404.75,154.0,7.0,116.0,Volkswagen,T-Roc VW Design TDI,Manuelle Schaltung,Diesel
50,103693.0,48.0,379.44,154.0,7.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
8,4100.0,48.0,577.93,135.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
29,49638.0,48.0,437.7,125.0,6.0,116.0,Audi,A3 Sportback 30 TDI advanced ext.,Manuelle Schaltung,Diesel
59,81115.0,48.0,436.19,151.0,7.0,150.0,Volkswagen,Touran VW Comfortline TDI SCR DSG 7-Sitzer,Automatik,Diesel
2,201.0,48.0,460.09,195.0,9.0,110.0,Volkswagen,T-Cross VW Style TSI,Manuelle Schaltung,Benzin
2,201.0,48.0,574.24,96.0,4.0,150.0,Skoda,Karoq ŠKODA Style TSI DSG ACT,Automatik,Benzin
2,5000.0,48.0,767.81,131.0,6.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
2,5000.0,48.0,767.81,119.0,5.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
4,15000.0,48.0,489.44,120.0,5.0,110.0,Volkswagen,Golf VW Variant Life TSI,Manuelle Schaltung,Benzin
2,201.0,48.0,423.9,127.0,6.0,110.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3,201.0,48.0,464.0,138.0,5.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
3,1.0,48.0,448.02,126.0,6.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
63,77068.0,36.0,490.32,135.0,5.0,150.0,Volkswagen,Touran VW Comfortline TSI DSG,Automatik,Benzin
4,5000.0,48.0,799.12,109.0,4.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
6,5000.0,48.0,773.7,115.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
7,5000.0,48.0,741.72,139.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
2,201.0,48.0,789.53,109.0,5.0,150.0,Cupra,Formentor VZ e-HYBRID DSG,Automatik,Hybrid
3,1.0,48.0,390.67,138.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
6,15000.0,48.0,733.42,101.0,4.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
4,5000.0,48.0,815.1,120.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
6,1000.0,48.0,780.08,162.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
6,5000.0,48.0,773.7,124.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3,1.0,48.0,399.6,125.0,6.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
28,31154.0,48.0,379.02,115.0,5.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
2,15000.0,48.0,317.4,99.0,4.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
2,1000.0,48.0,327.49,120.0,5.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
3,1.0,48.0,470.88,135.0,5.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
8,48000.0,48.0,564.86,113.0,4.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
4,5000.0,48.0,553.01,135.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
4,5000.0,48.0,562.78,129.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
4,5000.0,48.0,562.78,151.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
4,2000.0,48.0,565.93,105.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
8,48000.0,48.0,571.61,116.0,4.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
2,4.0,48.0,420.14,135.0,5.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
4,15000.0,48.0,553.01,195.0,9.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
2,5000.0,48.0,796.26,144.0,6.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
68,97388.0,48.0,260.46,120.0,5.0,95.0,Opel,"Astra ST 1.6 CDTI Edition Navi,AGR Sitz,PDC",Manuelle Schaltung,Diesel
2,201.0,48.0,574.01,152.0,7.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
7,15000.0,48.0,239.62,149.0,7.0,80.0,Seat,Ibiza Austria Edition,Manuelle Schaltung,Benzin
4,1.0,48.0,309.11,113.0,4.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
8,48000.0,48.0,539.72,113.0,5.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
50,135173.0,48.0,362.57,117.0,5.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
34,73940.0,48.0,437.7,121.0,5.0,150.0,Volkswagen,Passat VW Variant Business TDI SCR DSG,Automatik,Diesel
52,57909.0,48.0,242.28,134.0,6.0,86.0,Seat,Leon Kombi Reference TSI,Manuelle Schaltung,Benzin
31,43620.0,48.0,604.6,140.0,6.0,204.0,Audi,A4 Limousine 40 TDI S line quattro,Automatik,Diesel
35,39941.0,48.0,299.72,126.0,6.0,125.0,Ford,"Focus Traveller 1.0 ECO LED,Navi,WSS+SHZ",Manuelle Schaltung,Benzin
0,15.0,48.0,423.18,126.0,6.0,120.0,Hyundai,"i30 CW 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
3,25.0,48.0,904.15,126.0,6.0,150.0,Skoda,Kodiaq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
4,201.0,48.0,379.66,122.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
23,26189.0,48.0,445.8,135.0,6.0,110.0,Audi,A3 Sportback 30 TFSI intense,Manuelle Schaltung,Benzin
0,15.0,48.0,414.94,127.0,6.0,120.0,Hyundai,"i30 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
29,20020.0,48.0,374.9,140.0,6.0,125.0,Ford,"Puma 1,0 EcoBoost Hybrid ST-Line",Manuelle Schaltung,Benzin
35,46669.0,48.0,374.27,39.0,2.0,120.0,Opel,Crossland X 1.5 CDTI BlueIn. Innovation Start/Stop,Automatik,Diesel
0,15.0,48.0,429.01,42.0,2.0,120.0,Hyundai,"i30 CW 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
2,0.0,48.0,755.81,33.0,2.0,150.0,Audi,Q3 Sportback 35 TDI,Manuelle Schaltung,Diesel
4,1.0,48.0,512.39,39.0,2.0,116.0,Skoda,Octavia ŠKODA Combi Style TDI,Manuelle Schaltung,Diesel
22,27500.0,48.0,592.66,125.0,6.0,220.0,BMW,X1 xDrive25e PHEV M-Paket,Automatik,Hybrid
8,48000.0,48.0,537.86,39.0,2.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
8,2491.0,48.0,452.18,42.0,2.0,110.0,Opel,Crossland X Crossland 1.2 Turbo Business FLA LED S,Manuelle Schaltung,Benzin
3,1.0,48.0,599.64,42.0,2.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
43,20356.0,48.0,321.31,128.0,6.0,95.0,Audi,A1 Sportback 25 TFSI advanced exterieur,Manuelle Schaltung,Benzin
3,301.0,48.0,475.2,132.0,6.0,116.0,Audi,A3 Sportback 30 TDI intense,Manuelle Schaltung,Diesel
3,201.0,48.0,799.4,125.0,6.0,200.0,Skoda,Octavia ŠKODA Combi RS TDI DSG,Automatik,Benzin
5,9870.0,48.0,960.58,125.0,6.0,310.0,Cupra,Formentor VZ 2.0 TSI DSG 4Drive,Automatik,Benzin
3,1.0,48.0,514.3,135.0,5.0,110.0,Audi,A3 Sportback 30 TFSI intense,Automatik,Benzin
13,9448.0,48.0,388.91,151.0,7.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
2,1.0,48.0,712.44,151.0,7.0,150.0,Cupra,Formentor 1.5 TSI DSG ACT,Automatik,Benzin
3,1.0,48.0,576.74,154.0,7.0,110.0,Volkswagen,T-Roc VW Cabriolet Style TSI,Manuelle Schaltung,Benzin
61,35246.0,36.0,639.04,125.0,6.0,190.0,Audi,A5 Coupe 2.0 TDI Sport,Automatik,Diesel
3,1000.0,48.0,421.56,151.0,7.0,110.0,Skoda,Kamiq ŠKODA Active TSI,Manuelle Schaltung,Benzin
3,1.0,48.0,330.97,195.0,9.0,95.0,Seat,Ibiza FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
50,103693.0,48.0,379.44,96.0,4.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
8,4100.0,48.0,577.93,42.0,2.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
29,49638.0,48.0,437.7,133.0,5.0,116.0,Audi,A3 Sportback 30 TDI advanced ext.,Manuelle Schaltung,Diesel
59,81115.0,48.0,436.19,135.0,5.0,150.0,Volkswagen,Touran VW Comfortline TDI SCR DSG 7-Sitzer,Automatik,Diesel
2,201.0,48.0,460.09,151.0,7.0,110.0,Volkswagen,T-Cross VW Style TSI,Manuelle Schaltung,Benzin
2,201.0,48.0,574.24,135.0,5.0,150.0,Skoda,Karoq ŠKODA Style TSI DSG ACT,Automatik,Benzin
4,15000.0,48.0,491.72,125.0,6.0,110.0,Volkswagen,Golf VW Variant Life TSI,Manuelle Schaltung,Benzin
4,15000.0,48.0,489.44,39.0,2.0,110.0,Volkswagen,Golf VW Variant Life TSI,Manuelle Schaltung,Benzin
2,201.0,48.0,423.9,125.0,6.0,110.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
3,201.0,48.0,464.0,135.0,5.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
63,77068.0,36.0,490.32,119.0,5.0,150.0,Volkswagen,Touran VW Comfortline TSI DSG,Automatik,Benzin
3,1.0,48.0,448.02,131.0,6.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
6,5000.0,48.0,773.7,120.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
4,5000.0,48.0,799.12,127.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
2,201.0,48.0,789.53,138.0,5.0,150.0,Cupra,Formentor VZ e-HYBRID DSG,Automatik,Hybrid
7,5000.0,48.0,741.72,126.0,6.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3,1.0,48.0,390.67,135.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
6,15000.0,48.0,733.42,109.0,4.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
4,5000.0,48.0,815.1,115.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
6,1000.0,48.0,780.08,139.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
6,5000.0,48.0,773.7,109.0,5.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
3,1.0,48.0,399.6,138.0,5.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
28,31154.0,48.0,379.02,101.0,4.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
2,15000.0,48.0,317.4,120.0,5.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
2,1000.0,48.0,327.49,162.0,6.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
3,1.0,48.0,470.88,124.0,6.0,110.0,Seat,Arona FR Austria 1.0 TSI DSG,Automatik,Benzin
8,48000.0,48.0,564.86,125.0,6.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
4,5000.0,48.0,553.01,115.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
4,5000.0,48.0,562.78,99.0,4.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
4,5000.0,48.0,562.78,120.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
8,48000.0,48.0,571.61,135.0,5.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
2,4.0,48.0,420.14,113.0,4.0,110.0,Skoda,Kamiq ŠKODA Ambition TSI,Manuelle Schaltung,Benzin
4,15000.0,48.0,553.01,135.0,5.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
2,5000.0,48.0,796.26,129.0,5.0,245.0,Seat,Tarraco FR 2.0 TSI DSG 4Drive,Automatik,Benzin
4,2000.0,48.0,565.93,151.0,7.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
68,97388.0,48.0,260.46,105.0,5.0,95.0,Opel,"Astra ST 1.6 CDTI Edition Navi,AGR Sitz,PDC",Manuelle Schaltung,Diesel
7,5000.0,48.0,799.12,116.0,4.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
2,9.0,48.0,719.88,135.0,5.0,150.0,Skoda,Superb ŠKODA Combi Style TDI DSG,Automatik,Diesel
9,20000.0,48.0,549.17,195.0,9.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
6,20000.0,48.0,553.01,144.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
8,48000.0,48.0,571.61,120.0,5.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
8,48000.0,48.0,554.74,127.0,6.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
4,4000.0,48.0,344.62,152.0,7.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
6,5000.0,48.0,748.12,149.0,7.0,150.0,Seat,Tarraco FR eHYBRID 245 DSG,Automatik,Hybrid
2,5000.0,48.0,325.31,113.0,4.0,90.0,Seat,Leon Reference 1.0 TSI,Manuelle Schaltung,Benzin
10,30000.0,48.0,544.12,113.0,4.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
2,201.0,48.0,574.01,125.0,6.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
2,201.0,48.0,382.58,113.0,5.0,95.0,Volkswagen,T-Cross VW Life TSI,Manuelle Schaltung,Benzin
4,1.0,48.0,309.11,153.0,7.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
41,105301.0,48.0,587.75,117.0,5.0,190.0,Audi,A4 Avant 40 TDI quattro S line,Automatik,Diesel
35,18903.0,48.0,256.33,121.0,5.0,80.0,Volkswagen,Polo VW,Manuelle Schaltung,Benzin
8,48000.0,48.0,539.72,134.0,6.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
53,105750.0,48.0,255.85,140.0,6.0,116.0,Volkswagen,Golf VW Variant TDI SCR,Manuelle Schaltung,Diesel
50,135173.0,48.0,362.57,126.0,6.0,150.0,Skoda,Octavia ŠKODA Combi Style TDI DSG,Automatik,Diesel
34,73940.0,48.0,437.7,126.0,6.0,150.0,Volkswagen,Passat VW Variant Business TDI SCR DSG,Automatik,Diesel
52,57909.0,48.0,242.28,122.0,5.0,86.0,Seat,Leon Kombi Reference TSI,Manuelle Schaltung,Benzin
31,43620.0,48.0,604.6,135.0,6.0,204.0,Audi,A4 Limousine 40 TDI S line quattro,Automatik,Diesel
35,39941.0,48.0,299.72,127.0,6.0,125.0,Ford,"Focus Traveller 1.0 ECO LED,Navi,WSS+SHZ",Manuelle Schaltung,Benzin
0,15.0,48.0,423.18,140.0,6.0,120.0,Hyundai,"i30 CW 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
3,25.0,48.0,904.15,42.0,2.0,150.0,Skoda,Kodiaq ŠKODA 4x4 SPORTLINE TDI DSG,Automatik,Diesel
4,201.0,48.0,379.66,39.0,2.0,95.0,Seat,Arona FR Austria 1.0 TSI,Manuelle Schaltung,Benzin
23,26189.0,48.0,445.8,39.0,2.0,110.0,Audi,A3 Sportback 30 TFSI intense,Manuelle Schaltung,Benzin
0,15.0,48.0,414.94,33.0,2.0,120.0,Hyundai,"i30 1,0 T-GDI GO Plus!",Manuelle Schaltung,Benzin
29,20020.0,48.0,374.9,125.0,6.0,125.0,Ford,"Puma 1,0 EcoBoost Hybrid ST-Line",Manuelle Schaltung,Benzin
2,0.0,48.0,755.81,39.0,2.0,150.0,Audi,Q3 Sportback 35 TDI,Manuelle Schaltung,Diesel
4,1.0,48.0,512.39,42.0,2.0,116.0,Skoda,Octavia ŠKODA Combi Style TDI,Manuelle Schaltung,Diesel
22,27500.0,48.0,592.66,132.0,6.0,220.0,BMW,X1 xDrive25e PHEV M-Paket,Automatik,Hybrid
8,48000.0,48.0,537.86,128.0,6.0,122.0,Volkswagen,Tiguan VW Life TDI,Manuelle Schaltung,Diesel
8,2491.0,48.0,452.18,125.0,6.0,110.0,Opel,Crossland X Crossland 1.2 Turbo Business FLA LED S,Manuelle Schaltung,Benzin
23,57424.0,48.0,556.6,125.0,6.0,136.0,Audi,A4 Avant 30 TDI advanced,Automatik,Diesel
3,1.0,48.0,599.64,140.0,6.0,150.0,Seat,Ateca FR 1.5 TSI ACT DSG,Automatik,Benzin
43,20356.0,48.0,321.31,151.0,7.0,95.0,Audi,A1 Sportback 25 TFSI advanced exterieur,Manuelle Schaltung,Benzin
3,301.0,48.0,475.2,151.0,7.0,116.0,Audi,A3 Sportback 30 TDI intense,Manuelle Schaltung,Diesel
